x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,forces
0.750048756208165,0.2738779079112393,0.11177759931369653,0.6349574344550825,-0.6065723438795055,-0.8218569263162381,-0.867467380133922,0.03605211993862999,-0.2022991863697562,-0.5599247062437922,-0.22311294682762522,0.2746831529302301,0.3291551213342909,0.4490168097305839,-0.4868858012181164,0.6335713856657833
-0.8944333652793535,0.5589722596212428,0.35212821945069084,-0.15023997642148834,-0.14524839171643475,0.331195050847773,0.7280661334746927,-0.7480619373847701,-0.49071933602079526,-0.36098022589760637,0.8508940460767678,-0.8093945914261486,-0.14255485349612454,-0.47705541851657707,0.7210639575018708,3.1091486547030214
0.8464206716665719,0.7615253945457477,-0.23303923124016568,-0.887265178793617,0.19315900037999376,0.16936525841930553,-0.41685838565659744,-0.7075333447055037,-0.27063028900528596,-0.9375753228729989,1.0315445400856273,-0.8701953285681951,-0.1994034932070466,0.2669733867675865,-0.7262122676599678,2.013604529690739
-0.2836707950719837,1.0129538616151923,0.20239872104360696,1.004687499115312,0.9338955099286465,0.5426157873875215,-0.9886541047196598,-0.7748148558671969,-0.5394475954790887,-0.1579939653184168,0.8632671118950884,0.3184083603194748,0.06668346570131446,-0.6077353227482516,0.3704242791527941,1.0994556305036034
-0.8593220158544299,0.2812196396778899,0.1714239516301787,-0.8095543952209352,0.5695372715153693,-0.5427111377725491,-0.05885135373623722,-0.8274935187766446,-0.8954974874255301,0.21570270853947288,-0.07597061516144125,0.2507682270586261,0.9949914508167405,0.0029799146944055055,-0.80154109483667,6.884108309489383
0.043943686975667175,-0.4434744437312512,-0.140042174914343,0.8205539767730128,-0.9331565940786605,-0.2650499894076871,-0.16443653738448066,0.30108772526540467,-0.34075907955675266,-0.008380246746088962,0.24002784379472503,1.028516978214784,-0.5155024043372033,0.40250794169907467,0.782329875553339,1.4459419138391365
0.8657931389441814,0.5695678537858593,-0.9310180868102932,0.07303009200670325,-0.8581760328435413,-0.30212001867467375,0.778832593472278,-0.005910926000224526,0.6451224457957029,-1.0403497309793415,-0.23671834969331484,0.29126184526743165,0.607831154701201,0.6461751549345628,0.21322756976103616,0.6397601659176659
0.6578444792955135,-0.4785896958852225,0.5641797311288798,-0.3661953207471305,-0.25065069879459556,-0.27683604134399875,0.09135732505908582,0.6097123958745287,0.5769582498556807,-0.6806898544848132,-0.2155186139871166,-0.8830101390303372,0.10633149978002382,-0.9334207009052577,0.6622677491997084,2.024120718587182
-0.6119669164550904,-0.02122153616136778,0.2858015527283536,-0.49020419621362854,0.9892748424223525,-0.8376464687986763,-0.37217113264819407,0.41055803443593325,-0.6858370541503892,-0.22729892458883755,-0.7282565537684322,0.3137123783755703,-0.9442139595858733,-0.5765444831016042,0.8112460005693458,1.9145461804120392
0.4220944301641851,-0.028314511509205678,-0.8013558141109072,-0.14540567733048726,-0.9092331600765865,0.055231192783164546,0.7900447661974548,-0.014126592656645263,0.5524702638003043,0.42195643797159305,0.1506594716834467,-0.3782356878032651,0.8908877473157581,0.35559770381237077,0.7761000070109232,2.697729116009867
0.015385608002437025,0.14492453131838262,0.43705404287455185,-0.5621880667367636,0.9314118082585063,-0.11152632411156449,-0.195893555915012,0.39093601391581934,-0.5249607548668223,-0.14761677343166446,-0.30503502410304306,0.7390995765229471,0.8876480032264144,-0.2754855486424814,0.8108999934903489,2.7622973062161926
-0.7271600859916452,0.1698851230511562,-0.28498659696922196,0.7034647747055147,0.8250033806692615,-0.07073311783343289,0.3419877284138995,0.44700545965619976,-0.6560644143793329,-0.6098180054563512,-0.7493059954876774,0.3157812942975508,0.0022286038922747636,0.16111271816302275,0.5571963067098717,0.9671285993153458
0.7905413122979477,1.025300187400263,-0.618433724212742,0.55784508268347,0.7911331500488779,0.601046888388506,0.41017798011787987,-0.2732203371524834,-0.16708100042708673,-0.5016983972447382,-0.642264072470143,-0.7963640584185101,0.05110503479836852,0.9953882685240442,-0.9704849925350084,1.4068520602326298
-0.14827703349271962,0.5783023415031072,-0.6994682467782927,-0.9195289558123538,-0.8511877882730253,0.3015026856736817,-0.05336081023475821,-0.0419750485393372,-0.8043859269394585,-0.8235851139881835,-0.0882358423672353,0.2532248348011974,-0.26054713468118484,-0.6481807302584796,-0.588325860807377,2.1798616959512356
0.5039994838727667,-0.1389269671696581,-0.08885246102004346,-0.45722441673012343,-1.0152952197350202,-0.3978847062091869,-0.16556188945597844,1.082128286141777,0.7208425589101112,0.7997917297501016,0.5762833854409976,0.5954755234587957,0.551481744620651,0.13739029081795395,-0.44965906745866085,2.4377224908667268
0.8988540575034807,-0.5507310301931562,0.24480724465862994,-0.07019875554355864,-0.7551079448879316,0.15209053547092616,0.3291360545952434,-0.16936087663002847,-0.3433887266246386,-0.10091869862220157,-0.4071452916204496,0.9608455179610479,0.896501462365792,-0.5057831538671193,0.5036372206623269,2.737438038868377
0.31660744774942495,0.31562489531666893,-0.9860732354917915,-0.6257998531787793,-0.754559367874548,-0.7862265766728792,0.007418098474853283,-0.21394087840199855,-0.768432791914345,0.0970782649655012,-0.8211262072932747,-0.7346137293339274,0.21786562418382394,-0.8025627376781421,0.24821062523376614,2.1526165466319114
