x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5
0.26922805122706067,-0.8288919949547937,-0.681068181042516,-0.20401601207070544,0.14495504489225475,-0.17568225095746767,0.8766751671080488,-0.5269310063602546,0.8853113099987806,-0.5708847373694783,0.4163078475447717,-0.6310132224988028,0.6208446982557951,-0.2664230130885698,0.5247846552670151
-0.01487890377332779,0.4712922264977497,-0.11556758801752626,-0.10888225342125153,-0.7750567586770969,0.8907567754569893,-0.5057820486662651,0.9775996497766859,-0.8993625209607048,0.9101292205846163,0.4940689718671152,0.45468478481657487,-0.9212527476577925,0.3225262904622903,0.04482203192069319
-0.7868697875522627,0.6005718285581748,-0.7399526030838319,-0.05249886826620176,0.3468882333096534,0.7517175627039752,-0.13487262492972357,0.35916300206233664,0.8482845969875192,-0.9500919241449663,0.024813542963525982,0.5059722716762542,0.2615096501682662,-0.6086608520246127,-0.35318455759330836
0.4242919982536826,0.6432852265961387,-0.12835251537236875,-0.8027018991889964,0.2176468155843071,-0.24517323028628743,0.3831975203884227,0.9332824566791219,0.7767593745779653,0.5999935258343699,-0.34317258273195234,0.0835281106659922,0.5980488940993598,0.06859068611872818,0.8213353582271765
0.6665166253439536,0.3087786826637172,0.3689245862252199,0.07491081105138848,-0.27169481622450237,0.34537865574434934,0.5783410447175655,1.0103423285853206,-0.9140758162501228,0.45041361298200794,-0.11550297502355589,0.19364851113918885,-0.17565114566631895,-0.7844825245571381,0.9254559869504554
0.2854957997075216,-0.023605377978840637,0.012368798744053257,-0.09067099854385677,0.9188651314887057,0.9910852166973751,-0.585462127974536,-0.02209899077867318,0.2688646918342049,0.8780249987648854,0.3960614023589445,0.3987871518552784,-0.1261308584338991,-0.16458620143956665,-0.8092531684553568
0.8512546429868145,0.8517046292512405,-0.6574681664963828,1.057484675316084,0.022876114551778737,-0.6496769321396931,-0.8733174071312216,-0.9892809223440598,-0.943809539694063,-0.13880203832046561,0.44901824075028424,-0.045926670554336836,0.25010642813610356,0.9245925053717372,0.4672848552688515
0.5241592606982011,-0.21842465910856845,0.26059812795462567,-0.9186542531977854,0.0577125956694943,0.6015086901511901,-0.13195676163903783,0.654054424514634,0.839065714507707,-1.0807420102196017,-0.34113913015626135,-0.31788304964782194,-0.264729337690344,0.31766114481788155,0.6330828726913488
0.26189195898489487,-0.5900410358598785,-0.9291090853824626,0.6156813165313831,-0.0767425590051388,-0.13515915833958497,-0.10294207895331524,-0.711434576415964,-0.5699285825640478,-0.9784504166380026,-0.45295971633217513,0.5353694226904271,0.5815491665192228,0.3619554104039692,0.2648446209150975
-0.7033308248511365,-0.14585629263719674,-0.8001059474851864,-0.8394690677184475,-0.1468319936225038,-0.7018481050358315,0.7773577001793861,-0.21349268535039473,0.01102599412382782,0.43059058874657574,0.9148224148587194,-0.02281644553689746,0.2571988850920518,0.18883836433937848,0.32911292340296866
-0.5602900083195911,-0.36902815827072355,0.6477212229792885,0.3480953474014976,-0.1387480549223309,0.4028445386245645,0.32205674957462965,0.9706606749396566,-0.3652936853727832,-0.7915180236183091,-0.12470946740607808,0.12298939245094918,0.1294697381503045,0.048942850820393916,0.9821397530473553
0.46905591901965443,-0.7987691230984303,-0.75106341274443,0.9727949963999111,-0.7400770454535939,-0.8134175702074958,0.9933112455170992,-0.7126893157359973,0.20059148403448862,-0.09487225831858766,0.7532890362393544,-0.8723440892562037,0.3425458445081324,1.0044155806863366,-0.9076861573610961
-0.48181010428829374,0.3369598438718214,0.050898534955481335,-0.2903547897737737,-0.8795625273716593,0.39094969368375954,-0.32926146188328126,0.6581162687390786,-0.6443729031384107,0.8130698351422686,0.6964318950219779,0.6484086411431185,0.21523358768877723,0.47031300701044554,0.08206451481210034
0.7140667093531069,0.4551816145876798,0.5156251155118988,0.3120531845675493,0.7460686079894203,0.5796263208967549,-0.3799183675726087,-0.04498503615708287,0.027314366858497308,0.7937541348830438,-0.09551904207114274,0.0425624604194345,0.9250402683930952,-0.8842331826146376,-0.6065973150930686
0.3833194700650281,0.5746283291192449,0.6737160454923409,0.42820068793534244,0.6376150790742701,-0.04596018804951276,0.5669451547475074,-0.6923527614277653,-0.033003510134443914,-0.07499527448828587,-0.9970885746720187,-0.9457232640202499,-0.4308920942985691,0.1469348372506864,-0.16886657075249784
1.0390529075950512,0.25944399995040957,0.3673841472757205,0.448817834259389,0.053632583325366606,-0.8798724213442288,0.6955258908051934,0.771850978909403,-0.41823253809556693,-0.36472069967112714,0.9053541224282454,0.7429468912761996,-0.5651957709205252,-0.6523145721642737,-0.9303883457094811
